                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.81109,                0.49447,                 1.1463,                0.96407,                      1,                0.99132,                0.66703,                 1.2349,                0.49731,                 1.5458,             0.00045904,             0.00045904,             0.00045904
                    153,                0.79538,                0.46774,                 1.1408,                0.99142,                0.99356,                  0.995,                0.68686,                 1.2232,                0.47135,                 1.5176,             0.00045605,             0.00045605,             0.00045605
                    154,                 0.7998,                0.47085,                 1.1464,                0.95224,                0.99441,                0.99132,                0.66853,                 1.2828,                0.48045,                 1.5868,             0.00045305,             0.00045305,             0.00045305
                    155,                0.79421,                0.46199,                 1.1392,                0.94974,                0.94985,                0.97858,                0.65376,                 1.3004,                0.55637,                 1.6345,             0.00045005,             0.00045005,             0.00045005
                    156,                0.78024,                0.45735,                 1.1289,                0.98588,                0.98835,                  0.995,                0.66694,                 1.2418,                0.49551,                 1.5716,             0.00044705,             0.00044705,             0.00044705
                    157,                0.79528,                0.46536,                 1.1446,                0.96939,                0.98438,                   0.99,                0.65114,                 1.2809,                0.50429,                 1.6456,             0.00044405,             0.00044405,             0.00044405
                    158,                0.79249,                0.44933,                 1.1382,                0.98715,                0.98928,                  0.995,                0.68293,                 1.2352,                0.48147,                 1.5958,             0.00044105,             0.00044105,             0.00044105
                    159,                0.80345,                0.45818,                 1.1295,                0.98568,                 0.9977,                  0.995,                0.66478,                 1.2642,                0.47657,                 1.6329,             0.00043805,             0.00043805,             0.00043805
                    160,                 0.8029,                0.47198,                 1.1488,                0.98683,                0.99894,                  0.995,                0.66213,                 1.2742,                0.43934,                 1.5913,             0.00043505,             0.00043505,             0.00043505
                    161,                0.76666,                0.44908,                 1.1151,                 0.9659,                0.98438,                0.99263,                0.69592,                 1.2099,                0.51291,                 1.5355,             0.00043205,             0.00043205,             0.00043205
                    162,                0.78798,                0.46181,                 1.1463,                0.98914,                      1,                  0.995,                0.68907,                 1.1762,                0.45404,                 1.5153,             0.00042905,             0.00042905,             0.00042905
                    163,                0.77017,                0.45463,                 1.1332,                0.97131,                0.99873,                0.98956,                0.67118,                 1.2217,                0.46417,                 1.5383,             0.00042605,             0.00042605,             0.00042605
                    164,                0.78412,                0.45562,                 1.1385,                0.98426,                      1,                  0.995,                0.67142,                 1.2524,                0.46481,                 1.5271,             0.00042305,             0.00042305,             0.00042305
                    165,                0.74943,                0.43341,                 1.1111,                 0.9711,                0.98864,                0.99324,                0.65928,                 1.2709,                0.46359,                 1.5395,             0.00042005,             0.00042005,             0.00042005
                    166,                0.76101,                0.44099,                 1.1152,                0.98354,                0.98793,                  0.995,                0.65561,                 1.2842,                  0.464,                 1.5478,             0.00041705,             0.00041705,             0.00041705
                    167,                 0.7743,                0.46822,                 1.1448,                0.98088,                0.94894,                0.99263,                0.67401,                 1.2453,                0.48151,                 1.4779,             0.00041405,             0.00041405,             0.00041405
                    168,                 0.7913,                0.46586,                 1.1376,                 0.9839,                0.96088,                  0.995,                0.68347,                  1.227,                 0.4453,                 1.4619,             0.00041105,             0.00041105,             0.00041105
                    169,                0.79348,                0.46741,                 1.1343,                 0.9768,                0.91713,                0.98546,                0.66426,                 1.2217,                0.52193,                 1.4787,             0.00040805,             0.00040805,             0.00040805
                    170,                 0.7852,                0.46807,                 1.1359,                0.97665,                0.92188,                0.98321,                0.67149,                 1.2288,                0.52272,                 1.5212,             0.00040505,             0.00040505,             0.00040505
                    171,                0.77185,                 0.4458,                 1.1263,                 0.9869,                0.97601,                0.99333,                0.68827,                 1.2367,                0.47932,                  1.561,             0.00040205,             0.00040205,             0.00040205
                    172,                0.77175,                0.44564,                  1.127,                0.97869,                0.99614,                  0.995,                0.67918,                 1.2572,                0.46315,                 1.5904,             0.00039905,             0.00039905,             0.00039905
                    173,                0.77943,                 0.4538,                 1.1262,                0.98685,                0.98901,                  0.995,                0.67357,                 1.2583,                0.44538,                 1.5531,             0.00039605,             0.00039605,             0.00039605
                    174,                0.76759,                0.43294,                 1.1304,                0.98597,                0.98689,                  0.995,                0.69245,                 1.1804,                0.42504,                 1.4514,             0.00039305,             0.00039305,             0.00039305
                    175,                0.76248,                0.43952,                 1.1316,                0.98793,                0.98721,                  0.995,                0.69278,                 1.1889,                0.43043,                 1.4639,             0.00039005,             0.00039005,             0.00039005
                    176,                0.75622,                 0.4318,                 1.1174,                0.98924,                0.99851,                  0.995,                 0.6857,                  1.233,                0.43192,                 1.5275,             0.00038705,             0.00038705,             0.00038705
                    177,                0.76124,                0.43536,                  1.116,                0.98943,                0.98336,                0.99412,                0.68196,                 1.2055,                0.46994,                 1.5102,             0.00038405,             0.00038405,             0.00038405
                    178,                0.76844,                0.43848,                 1.1274,                0.95716,                0.96286,                0.99036,                 0.6832,                 1.2333,                0.49386,                 1.5761,             0.00038105,             0.00038105,             0.00038105
                    179,                0.76153,                0.44941,                 1.1281,                0.98854,                0.95076,                0.99012,                0.67853,                 1.2119,                0.49376,                 1.4939,             0.00037805,             0.00037805,             0.00037805
                    180,                0.78454,                0.46072,                 1.1407,                0.97089,                0.96875,                0.99049,                0.68654,                 1.1886,                0.49552,                 1.4799,             0.00037505,             0.00037505,             0.00037505
                    181,                0.77221,                0.46088,                 1.1382,                0.88541,                0.97248,                0.96002,                0.66439,                 1.1803,                0.60106,                 1.4967,             0.00037205,             0.00037205,             0.00037205
                    182,                 0.7419,                0.42983,                  1.106,                0.98608,                0.98438,                0.99412,                0.69045,                 1.2053,                0.46383,                 1.5122,             0.00036905,             0.00036905,             0.00036905
                    183,                0.72661,                0.41887,                 1.0969,                0.97399,                      1,                0.99412,                0.68437,                 1.2412,                0.44195,                 1.5276,             0.00036605,             0.00036605,             0.00036605
                    184,                0.73908,                0.42719,                 1.1126,                0.99157,                0.97635,                  0.995,                0.68379,                 1.2072,                0.44503,                 1.5244,             0.00036305,             0.00036305,             0.00036305
                    185,                0.72807,                0.43027,                 1.1006,                0.97705,                0.99589,                  0.995,                0.69865,                 1.1876,                0.44479,                 1.5059,             0.00036005,             0.00036005,             0.00036005
                    186,                0.76296,                0.44669,                 1.1214,                0.98541,                0.98417,                0.99412,                0.69395,                 1.2023,                0.45153,                 1.5288,             0.00035706,             0.00035706,             0.00035706
                    187,                0.73866,                0.42789,                 1.1072,                0.97283,                0.99754,                0.99412,                0.69698,                 1.1693,                0.46099,                 1.4806,             0.00035406,             0.00035406,             0.00035406
                    188,                0.76855,                 0.4491,                 1.1202,                0.95495,                0.99885,                0.99412,                0.69485,                 1.1913,                0.48032,                 1.4916,             0.00035106,             0.00035106,             0.00035106
                    189,                0.73554,                0.42656,                 1.1052,                0.98672,                0.97787,                0.99333,                0.69193,                 1.1897,                 0.4533,                 1.4726,             0.00034806,             0.00034806,             0.00034806
                    190,                0.75948,                0.44685,                 1.1269,                0.98596,                0.97485,                0.99263,                0.70271,                 1.1745,                0.42919,                 1.4572,             0.00034506,             0.00034506,             0.00034506
                    191,                0.74831,                0.40703,                 1.1059,                0.97663,                      1,                  0.995,                0.68212,                 1.1811,                0.44245,                 1.4668,             0.00034206,             0.00034206,             0.00034206
                    192,                0.74248,                0.43316,                  1.114,                0.98832,                0.98713,                  0.995,                 0.7007,                 1.1634,                0.44381,                 1.4745,             0.00033906,             0.00033906,             0.00033906
                    193,                0.72954,                0.43041,                 1.1126,                0.91652,                0.98337,                0.98453,                0.69742,                 1.1681,                0.54449,                 1.5142,             0.00033606,             0.00033606,             0.00033606
                    194,                0.74599,                0.42802,                 1.1054,                0.98676,                      1,                  0.995,                0.70161,                 1.1755,                0.43623,                 1.5036,             0.00033306,             0.00033306,             0.00033306
                    195,                0.72447,                0.41443,                 1.0974,                0.98526,                0.99675,                  0.995,                0.68508,                 1.1845,                0.43399,                 1.4999,             0.00033006,             0.00033006,             0.00033006
                    196,                0.74221,                0.42264,                 1.1159,                0.98608,                0.99707,                  0.995,                0.69737,                 1.1521,                0.43693,                 1.4665,             0.00032706,             0.00032706,             0.00032706
                    197,                0.74963,                0.42805,                 1.1159,                0.98992,                0.99904,                  0.995,                0.70935,                 1.1698,                 0.4328,                 1.4741,             0.00032406,             0.00032406,             0.00032406
                    198,                0.74664,                0.42115,                 1.1101,                0.98528,                0.99724,                  0.995,                0.69772,                 1.1818,                0.43914,                 1.4806,             0.00032106,             0.00032106,             0.00032106
                    199,                 0.7175,                0.42753,                 1.1023,                0.98403,                0.99768,                  0.995,                0.69312,                  1.173,                0.43062,                 1.4829,             0.00031806,             0.00031806,             0.00031806
                    200,                0.74095,                 0.4186,                  1.105,                0.98807,                0.99985,                  0.995,                0.70421,                 1.1713,                0.42967,                 1.4771,             0.00031506,             0.00031506,             0.00031506
                    201,                0.72417,                0.42208,                 1.0922,                0.99112,                      1,                  0.995,                0.69449,                 1.1633,                0.40641,                 1.4768,             0.00031206,             0.00031206,             0.00031206
                    202,                 0.7355,                0.42857,                 1.1067,                0.98812,                0.99802,                  0.995,                0.70694,                 1.1555,                0.39991,                  1.477,             0.00030906,             0.00030906,             0.00030906
                    203,                0.73818,                0.41481,                 1.0991,                0.99096,                      1,                  0.995,                0.71531,                 1.1564,                0.40842,                 1.4661,             0.00030606,             0.00030606,             0.00030606
                    204,                   0.72,                0.43192,                 1.0998,                0.98933,                      1,                  0.995,                0.68882,                 1.2081,                0.41817,                  1.518,             0.00030306,             0.00030306,             0.00030306
                    205,                0.69487,                0.40146,                 1.0872,                0.99081,                      1,                  0.995,                0.69232,                 1.2142,                 0.4341,                 1.5241,             0.00030006,             0.00030006,             0.00030006
                    206,                 0.7148,                0.41718,                 1.0861,                0.98921,                0.99879,                  0.995,                0.70016,                 1.1898,                0.42267,                 1.5264,             0.00029706,             0.00029706,             0.00029706
                    207,                 0.7111,                0.40885,                 1.0995,                0.98092,                0.99635,                  0.995,                0.70332,                 1.1807,                0.45956,                 1.5107,             0.00029406,             0.00029406,             0.00029406
                    208,                0.70204,                0.39858,                 1.0818,                0.99002,                 0.9976,                  0.995,                0.70039,                 1.1723,                0.43903,                 1.5146,             0.00029106,             0.00029106,             0.00029106
                    209,                0.73339,                0.42521,                 1.1049,                0.99204,                      1,                  0.995,                0.70615,                 1.1652,                0.42423,                 1.4772,             0.00028806,             0.00028806,             0.00028806
                    210,                0.72127,                0.40597,                 1.1003,                0.98677,                0.99676,                  0.995,                0.70075,                 1.1767,                 0.4275,                 1.4932,             0.00028506,             0.00028506,             0.00028506
                    211,                0.71823,                0.41581,                 1.0934,                0.98724,                0.99433,                  0.995,                 0.6934,                 1.1822,                0.42064,                 1.4888,             0.00028206,             0.00028206,             0.00028206
                    212,                0.71004,                0.40582,                 1.0894,                0.98567,                 0.9967,                  0.995,                0.70202,                 1.1641,                0.41976,                 1.4658,             0.00027906,             0.00027906,             0.00027906
                    213,                 0.7141,                0.41129,                 1.0897,                0.98713,                0.99813,                  0.995,                0.70673,                 1.1725,                0.42058,                 1.4697,             0.00027606,             0.00027606,             0.00027606
                    214,                0.70156,                   0.41,                 1.1006,                0.99263,                      1,                  0.995,                0.71599,                 1.1746,                0.42858,                 1.4772,             0.00027306,             0.00027306,             0.00027306
                    215,                 0.6917,                0.40329,                 1.0742,                0.99184,                      1,                  0.995,                0.70832,                 1.1576,                0.43794,                 1.4652,             0.00027006,             0.00027006,             0.00027006
                    216,                0.69463,                0.40393,                 1.0971,                0.98231,                0.99586,                  0.995,                 0.7047,                 1.1692,                0.43028,                 1.4845,             0.00026706,             0.00026706,             0.00026706
                    217,                0.69191,                0.39969,                 1.0765,                0.98982,                0.97952,                  0.995,                0.70385,                 1.1814,                0.44802,                 1.4986,             0.00026406,             0.00026406,             0.00026406
                    218,                0.68749,                0.39073,                  1.086,                0.98634,                0.98593,                  0.995,                0.69032,                 1.1785,                0.47163,                 1.5044,             0.00026106,             0.00026106,             0.00026106
                    219,                 0.6903,                0.39136,                 1.0882,                 0.9873,                0.99328,                  0.995,                0.70585,                 1.1824,                0.46245,                 1.4994,             0.00025807,             0.00025807,             0.00025807
                    220,                0.70451,                 0.4092,                 1.0921,                0.98829,                0.99682,                  0.995,                0.70264,                 1.2034,                0.46498,                 1.5388,             0.00025507,             0.00025507,             0.00025507
                    221,                0.70328,                0.40311,                 1.0759,                0.98973,                0.99811,                  0.995,                0.68704,                 1.2127,                0.43906,                 1.5534,             0.00025207,             0.00025207,             0.00025207
                    222,                0.69404,                0.40367,                 1.0792,                0.98583,                0.99714,                  0.995,                0.69778,                 1.1983,                0.41757,                 1.5142,             0.00024907,             0.00024907,             0.00024907
                    223,                0.67369,                0.38836,                 1.0678,                0.98906,                0.99891,                  0.995,                0.69574,                 1.2029,                0.41047,                 1.5455,             0.00024607,             0.00024607,             0.00024607
                    224,                0.69893,                0.39846,                 1.0794,                0.98107,                0.99453,                  0.995,                 0.6894,                 1.2027,                0.43952,                 1.5424,             0.00024307,             0.00024307,             0.00024307
                    225,                0.71569,                0.41151,                 1.0873,                0.98557,                0.99683,                  0.995,                0.70054,                 1.1887,                0.41159,                 1.5077,             0.00024007,             0.00024007,             0.00024007
                    226,                0.69033,                 0.3884,                 1.0765,                0.98668,                0.99763,                  0.995,                0.69999,                 1.1865,                0.41074,                 1.4997,             0.00023707,             0.00023707,             0.00023707
                    227,                0.71348,                0.40713,                 1.0949,                0.98482,                0.99445,                  0.995,                0.70756,                  1.162,                 0.4317,                 1.4639,             0.00023407,             0.00023407,             0.00023407
                    228,                0.67718,                0.38198,                 1.0665,                0.96529,                0.97473,                0.99412,                0.69118,                 1.1787,                 0.4582,                 1.4857,             0.00023107,             0.00023107,             0.00023107
                    229,                0.67757,                 0.3915,                 1.0739,                0.97696,                      1,                  0.995,                0.69558,                 1.1927,                0.42185,                 1.5007,             0.00022807,             0.00022807,             0.00022807
                    230,                0.67289,                0.38964,                 1.0694,                0.98446,                0.98796,                  0.995,                 0.6994,                 1.1877,                 0.4322,                 1.4876,             0.00022507,             0.00022507,             0.00022507
                    231,                0.66744,                0.38034,                 1.0725,                0.98099,                0.99636,                  0.995,                0.68865,                 1.2103,                0.44132,                 1.5324,             0.00022207,             0.00022207,             0.00022207
                    232,                0.67731,                0.38049,                 1.0765,                0.98585,                0.99239,                  0.995,                0.69519,                 1.2032,                0.42484,                 1.5247,             0.00021907,             0.00021907,             0.00021907
                    233,                0.66067,                0.37343,                 1.0731,                0.99046,                 0.9909,                  0.995,                0.70844,                 1.1884,                0.41687,                 1.5069,             0.00021607,             0.00021607,             0.00021607
                    234,                0.67165,                0.38383,                 1.0781,                0.99031,                0.99463,                  0.995,                0.70349,                 1.1827,                0.42225,                 1.4947,             0.00021307,             0.00021307,             0.00021307
                    235,                0.67634,                 0.3832,                   1.07,                0.98191,                      1,                  0.995,                0.69092,                 1.1959,                0.42881,                 1.5017,             0.00021007,             0.00021007,             0.00021007
                    236,                0.66341,                0.37302,                 1.0834,                0.98478,                0.99948,                  0.995,                0.69356,                  1.203,                0.42996,                 1.5164,             0.00020707,             0.00020707,             0.00020707
                    237,                0.67496,                0.38308,                 1.0741,                0.99073,                0.99598,                  0.995,                0.68638,                 1.2076,                 0.4457,                 1.5364,             0.00020407,             0.00020407,             0.00020407
                    238,                0.67405,                0.38097,                  1.075,                0.99204,                 0.9909,                  0.995,                0.70615,                 1.1725,                0.43433,                 1.5008,             0.00020107,             0.00020107,             0.00020107
                    239,                0.67391,                0.38396,                 1.0719,                0.98644,                0.99134,                  0.995,                0.70343,                 1.1691,                0.41375,                 1.5219,             0.00019807,             0.00019807,             0.00019807
                    240,                 0.6604,                0.37143,                  1.056,                0.98796,                0.99129,                  0.995,                0.69328,                 1.1929,                0.41709,                  1.545,             0.00019507,             0.00019507,             0.00019507
                    241,                0.68283,                0.39934,                 1.0832,                0.98842,                0.99376,                  0.995,                0.69318,                  1.199,                0.40592,                 1.5471,             0.00019207,             0.00019207,             0.00019207
                    242,                0.65754,                0.37385,                 1.0647,                0.98919,                 0.9922,                  0.995,                0.68975,                 1.1967,                 0.4118,                 1.5422,             0.00018907,             0.00018907,             0.00018907
                    243,                0.68565,                0.39599,                  1.071,                0.98891,                0.98982,                  0.995,                0.69237,                 1.2027,                0.41643,                 1.5394,             0.00018607,             0.00018607,             0.00018607
                    244,                0.67572,                0.38288,                 1.0727,                0.98599,                0.99323,                  0.995,                0.68896,                 1.2295,                0.41767,                  1.563,             0.00018307,             0.00018307,             0.00018307
                    245,                0.67284,                0.39114,                  1.083,                0.98845,                0.99704,                  0.995,                0.68795,                 1.2171,                0.41309,                 1.5626,             0.00018007,             0.00018007,             0.00018007
                    246,                0.66335,                0.37778,                 1.0611,                0.98707,                0.99829,                  0.995,                0.69937,                 1.1838,                0.39446,                 1.5021,             0.00017707,             0.00017707,             0.00017707
                    247,                0.64878,                 0.3639,                 1.0617,                0.98681,                 0.9986,                  0.995,                0.70071,                 1.1902,                0.41636,                 1.5139,             0.00017407,             0.00017407,             0.00017407
                    248,                0.66054,                0.38576,                 1.0682,                 0.9857,                0.99847,                  0.995,                0.69595,                 1.1885,                0.41613,                 1.5247,             0.00017107,             0.00017107,             0.00017107
                    249,                0.65635,                0.37714,                 1.0565,                0.98773,                0.99837,                  0.995,                0.69351,                 1.1927,                0.41785,                 1.5376,             0.00016807,             0.00016807,             0.00016807
                    250,                0.67034,                0.38014,                 1.0693,                0.98583,                0.99849,                  0.995,                0.68774,                 1.1958,                0.41901,                 1.5487,             0.00016507,             0.00016507,             0.00016507
                    251,                0.65741,                0.37632,                 1.0573,                0.98127,                0.99673,                  0.995,                0.69686,                 1.1824,                0.40925,                 1.5198,             0.00016207,             0.00016207,             0.00016207
                    252,                0.63927,                0.35883,                 1.0471,                0.98334,                0.99404,                  0.995,                 0.6965,                 1.1928,                0.42114,                 1.5272,             0.00015907,             0.00015907,             0.00015907
                    253,                0.65139,                0.38964,                 1.0613,                0.98667,                0.99166,                  0.995,                0.68607,                 1.1956,                0.42497,                 1.5266,             0.00015608,             0.00015608,             0.00015608
                    254,                0.67415,                0.37117,                 1.0708,                0.98356,                0.99433,                  0.995,                0.70131,                 1.1893,                 0.4201,                 1.5264,             0.00015308,             0.00015308,             0.00015308
                    255,                 0.6571,                0.37959,                 1.0653,                0.98594,                0.98244,                0.99412,                0.70277,                 1.1847,                0.42106,                  1.507,             0.00015008,             0.00015008,             0.00015008
                    256,                0.65051,                0.37164,                 1.0584,                0.98572,                0.99804,                  0.995,                0.69716,                 1.1865,                0.42659,                 1.5206,             0.00014708,             0.00014708,             0.00014708
                    257,                  0.637,                0.37115,                  1.054,                0.99345,                      1,                  0.995,                0.68814,                 1.1987,                0.41379,                 1.5419,             0.00014408,             0.00014408,             0.00014408
                    258,                0.63819,                0.36249,                 1.0522,                0.98571,                0.99552,                  0.995,                 0.6903,                  1.192,                0.40267,                 1.5423,             0.00014108,             0.00014108,             0.00014108
                    259,                0.64774,                0.36011,                 1.0651,                0.98684,                0.99166,                  0.995,                 0.7053,                 1.1722,                0.40709,                  1.518,             0.00013808,             0.00013808,             0.00013808
                    260,                0.64036,                0.37367,                 1.0478,                0.98661,                0.99225,                  0.995,                0.69461,                 1.1655,                0.40352,                 1.5127,             0.00013508,             0.00013508,             0.00013508
                    261,                0.64439,                0.37263,                 1.0543,                0.98663,                0.99329,                  0.995,                0.70237,                   1.17,                0.41309,                 1.5145,             0.00013208,             0.00013208,             0.00013208
                    262,                0.64734,                0.36453,                 1.0668,                0.98606,                0.99291,                  0.995,                 0.7127,                 1.1568,                0.41891,                 1.5156,             0.00012908,             0.00012908,             0.00012908
                    263,                0.64786,                 0.3675,                 1.0522,                0.99299,                0.99107,                  0.995,                0.70419,                 1.1535,                 0.4063,                 1.5039,             0.00012608,             0.00012608,             0.00012608
                    264,                  0.643,                0.38362,                 1.0557,                0.99213,                0.99184,                  0.995,                0.70642,                 1.1532,                0.40697,                 1.4885,             0.00012308,             0.00012308,             0.00012308
