                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 1.4646,                 1.4427,                 2.1119,                 0.7623,                0.88236,                0.89757,                0.50062,                 1.5524,                 1.2092,                 2.3645,             0.00074994,             0.00074994,             0.00074994
                    147,                 1.5457,                 1.4668,                 2.1904,                0.66882,                0.86667,                0.84985,                0.47901,                 1.6114,                 1.2671,                 2.3763,             0.00074522,             0.00074522,             0.00074522
                    148,                 1.4542,                 1.4242,                 2.1107,                0.64291,                0.77109,                 0.8075,                0.49101,                 1.3925,                 1.3029,                 2.2524,             0.00074051,             0.00074051,             0.00074051
                    149,                 1.4786,                 1.5253,                 2.1524,                0.83142,                0.66397,                0.85136,                0.48954,                 1.5017,                 1.2654,                 2.2666,             0.00073579,             0.00073579,             0.00073579
                    150,                 1.4579,                 1.4249,                 2.0756,                0.78883,                0.70755,                 0.8604,                0.47779,                 1.4959,                 1.3694,                 2.3003,             0.00073108,             0.00073108,             0.00073108
                    151,                 1.4492,                 1.4488,                 2.1217,                0.79774,                    0.6,                0.78975,                0.45061,                 1.4473,                 1.4438,                 2.2933,             0.00072636,             0.00072636,             0.00072636
                    152,                 1.4779,                 1.4705,                  2.168,                0.70948,                0.76318,                 0.7696,                0.52017,                 1.4154,                  1.288,                 2.3053,             0.00072164,             0.00072164,             0.00072164
                    153,                 1.4448,                  1.351,                 2.0995,                0.70354,                    0.7,                0.77164,                0.50469,                 1.4412,                   1.27,                 2.2893,             0.00071693,             0.00071693,             0.00071693
                    154,                 1.4227,                 1.4184,                 2.1069,                0.84987,                0.90743,                0.90423,                0.52326,                 1.4855,                 1.1818,                 2.2542,             0.00071221,             0.00071221,             0.00071221
                    155,                 1.3641,                 1.3795,                 2.0156,                0.93583,                0.73333,                0.90811,                0.52466,                 1.3944,                 1.2274,                 2.1869,              0.0007075,              0.0007075,              0.0007075
                    156,                 1.3843,                 1.3332,                 2.0763,                0.75907,                0.87859,                0.88913,                0.50396,                 1.4894,                 1.1746,                 2.3023,             0.00070278,             0.00070278,             0.00070278
                    157,                 1.4806,                 1.4248,                 2.0978,                0.75247,                0.83333,                0.85694,                0.47377,                 1.5629,                 1.1944,                 2.3154,             0.00069807,             0.00069807,             0.00069807
                    158,                 1.4145,                  1.379,                  2.073,                0.78618,                0.76241,                0.81214,                 0.4719,                 1.5322,                 1.3454,                 2.2853,             0.00069335,             0.00069335,             0.00069335
                    159,                 1.4256,                 1.3727,                 2.0945,                 0.7575,                0.83333,                 0.8671,                0.54059,                 1.3755,                 1.2594,                 2.2105,             0.00068864,             0.00068864,             0.00068864
                    160,                 1.4496,                 1.3746,                 2.0951,                0.73444,                0.84355,                0.84086,                 0.5116,                 1.4316,                 1.2203,                 2.2584,             0.00068392,             0.00068392,             0.00068392
                    161,                  1.438,                 1.3746,                 2.0509,                0.75568,                0.89331,                0.83556,                0.52618,                 1.3727,                 1.2137,                 2.2603,              0.0006792,              0.0006792,              0.0006792
                    162,                 1.4478,                 1.3231,                 2.0959,                0.75394,                0.84327,                0.88426,                0.48486,                 1.5851,                  1.247,                 2.4752,             0.00067449,             0.00067449,             0.00067449
                    163,                 1.4378,                 1.3727,                 2.1019,                0.78897,                0.77991,                0.87684,                0.51609,                 1.4209,                 1.2948,                 2.2729,             0.00066977,             0.00066977,             0.00066977
                    164,                 1.4112,                 1.3821,                  2.073,                 0.8792,                0.83333,                0.88255,                0.52181,                 1.4018,                 1.1321,                 2.2266,             0.00066506,             0.00066506,             0.00066506
                    165,                 1.3569,                 1.3429,                 2.0393,                0.80725,                0.86682,                0.89384,                0.51887,                 1.3799,                 1.2245,                 2.2233,             0.00066034,             0.00066034,             0.00066034
                    166,                   1.44,                 1.3656,                   2.06,                0.85512,                 0.9035,                0.93286,                0.54679,                 1.4309,                 1.1169,                 2.2179,             0.00065563,             0.00065563,             0.00065563
                    167,                 1.4127,                 1.3351,                  2.053,                0.84121,                 0.9287,                0.89195,                0.54439,                 1.4238,                 1.0958,                 2.1942,             0.00065091,             0.00065091,             0.00065091
                    168,                 1.3179,                 1.2972,                 1.9963,                 0.8674,                0.82936,                0.86697,                 0.5217,                  1.445,                 1.1756,                 2.2141,             0.00064619,             0.00064619,             0.00064619
                    169,                  1.457,                 1.4578,                 2.1113,                0.79692,                0.82589,                0.87224,                0.52964,                  1.506,                 1.1847,                 2.2581,             0.00064148,             0.00064148,             0.00064148
                    170,                 1.4302,                 1.3938,                 2.0724,                0.78698,                0.86667,                0.89755,                0.53481,                 1.4162,                 1.2202,                 2.1756,             0.00063676,             0.00063676,             0.00063676
                    171,                  1.344,                 1.3092,                 1.9963,                0.87521,                0.89294,                 0.9193,                0.53925,                 1.3889,                 1.2316,                 2.1838,             0.00063205,             0.00063205,             0.00063205
                    172,                 1.3652,                 1.3387,                 2.0263,                0.80486,                0.79165,                 0.8903,                0.53006,                 1.4216,                 1.1889,                  2.255,             0.00062733,             0.00062733,             0.00062733
                    173,                 1.3964,                 1.3373,                 2.0101,                0.88337,                0.73333,                0.88891,                0.50826,                 1.4802,                 1.1655,                 2.3045,             0.00062262,             0.00062262,             0.00062262
                    174,                 1.3219,                 1.3068,                 1.9985,                0.85076,                0.76085,                 0.8511,                0.53672,                 1.4735,                 1.1612,                 2.2881,              0.0006179,              0.0006179,              0.0006179
                    175,                  1.395,                 1.3148,                  2.057,                0.85688,                0.79937,                0.91754,                0.55325,                 1.4447,                 1.0806,                 2.3558,             0.00061318,             0.00061318,             0.00061318
                    176,                 1.4395,                 1.3359,                  2.055,                0.68896,                0.85637,                0.84271,                0.53092,                 1.3698,                 1.1716,                 2.2141,             0.00060847,             0.00060847,             0.00060847
                    177,                 1.3854,                 1.2927,                 2.0224,                0.83215,                    0.9,                 0.9028,                0.55205,                 1.4339,                 1.0535,                 2.2322,             0.00060375,             0.00060375,             0.00060375
                    178,                 1.3175,                 1.2685,                  1.963,                0.86213,                0.82456,                0.93422,                0.55968,                 1.4195,                 1.0333,                  2.235,             0.00059904,             0.00059904,             0.00059904
                    179,                 1.4144,                 1.3676,                 2.0657,                0.67601,                0.87672,                0.87374,                0.52501,                 1.4671,                 1.1905,                 2.3408,             0.00059432,             0.00059432,             0.00059432
                    180,                 1.3691,                 1.2867,                 2.0382,                0.81787,                0.81395,                 0.9093,                0.55115,                 1.4242,                 1.0938,                 2.3451,             0.00058961,             0.00058961,             0.00058961
                    181,                 1.3595,                 1.2829,                 2.0045,                 0.8393,                0.83389,                0.91142,                0.57435,                 1.3808,                  1.053,                  2.232,             0.00058489,             0.00058489,             0.00058489
                    182,                 1.3324,                  1.275,                  1.981,                0.80209,                0.76667,                0.89102,                0.55015,                  1.445,                 1.0972,                 2.2887,             0.00058017,             0.00058017,             0.00058017
                    183,                 1.3515,                 1.2377,                 2.0208,                0.81203,                0.80689,                0.84399,                0.55317,                 1.4186,                 1.1314,                  2.312,             0.00057546,             0.00057546,             0.00057546
                    184,                 1.3608,                 1.3269,                 2.0017,                0.72894,                0.86667,                0.86029,                0.54029,                 1.4549,                 1.1638,                 2.2371,             0.00057074,             0.00057074,             0.00057074
                    185,                  1.362,                 1.2769,                 1.9784,                0.79492,                0.79599,                0.83865,                0.53966,                 1.4017,                 1.1441,                 2.2386,             0.00056603,             0.00056603,             0.00056603
                    186,                 1.3358,                 1.2126,                 1.9921,                0.81937,                0.76892,                0.83668,                0.51278,                 1.3965,                 1.2091,                 2.2283,             0.00056131,             0.00056131,             0.00056131
                    187,                 1.4237,                 1.2885,                   2.04,                0.84473,                0.92567,                0.89755,                0.51043,                 1.4427,                  1.219,                 2.2275,              0.0005566,              0.0005566,              0.0005566
                    188,                 1.2824,                 1.1933,                 1.9221,                0.91362,                    0.8,                0.94908,                0.54153,                 1.4121,                 1.0402,                 2.2381,             0.00055188,             0.00055188,             0.00055188
                    189,                 1.3394,                 1.2111,                 2.0093,                0.79003,                0.83333,                0.88488,                0.56137,                 1.3449,                 1.0232,                 2.1386,             0.00054716,             0.00054716,             0.00054716
                    190,                 1.3194,                 1.1749,                 1.9843,                0.89497,                0.79993,                0.92621,                0.57528,                 1.3858,                 1.0629,                 2.1605,             0.00054245,             0.00054245,             0.00054245
                    191,                 1.3685,                 1.4155,                 2.0143,                0.88024,                    0.8,                0.92102,                0.56111,                 1.4337,                 1.0335,                 2.2184,             0.00053773,             0.00053773,             0.00053773
                    192,                 1.3122,                 1.2086,                 1.9257,                0.73808,                    0.9,                0.87635,                 0.5442,                  1.482,                 1.0663,                 2.2934,             0.00053302,             0.00053302,             0.00053302
                    193,                 1.3298,                 1.2193,                 2.0045,                 0.9214,                0.86449,                0.91786,                0.56197,                 1.3922,                  1.061,                 2.2775,              0.0005283,              0.0005283,              0.0005283
                    194,                 1.3613,                 1.2463,                 1.9595,                0.88616,                0.82513,                0.91225,                0.56373,                 1.4136,                 1.0151,                 2.2895,             0.00052359,             0.00052359,             0.00052359
                    195,                 1.3042,                 1.1419,                 1.9292,                0.93984,                0.91525,                0.97417,                0.54817,                 1.5568,                 1.0772,                 2.4192,             0.00051887,             0.00051887,             0.00051887
                    196,                 1.3554,                  1.233,                 2.0255,                 0.8035,                0.88451,                0.88773,                0.54541,                 1.5346,                 1.1166,                 2.3613,             0.00051415,             0.00051415,             0.00051415
                    197,                 1.3346,                 1.2135,                 1.9674,                0.83786,                    0.8,                0.87023,                0.54369,                 1.5373,                 1.0931,                 2.3411,             0.00050944,             0.00050944,             0.00050944
                    198,                 1.3317,                 1.2403,                 1.9655,                0.86204,                0.74187,                0.86535,                0.50767,                 1.5657,                 1.1319,                 2.3031,             0.00050472,             0.00050472,             0.00050472
                    199,                 1.3305,                 1.2239,                  1.967,                0.91577,                0.79896,                0.86334,                 0.5477,                 1.4532,                 1.0602,                 2.2393,             0.00050001,             0.00050001,             0.00050001
                    200,                 1.3044,                 1.2403,                 1.9426,                0.74445,                0.87487,                0.85041,                0.53803,                 1.5199,                 1.1175,                 2.3068,             0.00049529,             0.00049529,             0.00049529
                    201,                 1.3309,                 1.2426,                 1.9549,                0.74608,                 0.8243,                0.83627,                0.53315,                 1.4996,                 1.1056,                 2.3482,             0.00049058,             0.00049058,             0.00049058
                    202,                 1.3183,                 1.1977,                 1.9382,                0.87975,                0.72878,                0.85217,                0.52838,                 1.5303,                 1.0608,                 2.3644,             0.00048586,             0.00048586,             0.00048586
                    203,                 1.3529,                 1.2628,                 1.9662,                0.93481,                    0.8,                0.92118,                0.52445,                 1.5353,                 1.1448,                 2.3455,             0.00048114,             0.00048114,             0.00048114
                    204,                 1.3164,                 1.1919,                 1.9553,                 0.7651,                0.83333,                 0.8869,                0.52636,                 1.3867,                 1.1771,                 2.2151,             0.00047643,             0.00047643,             0.00047643
                    205,                 1.2735,                 1.1077,                 1.8929,                0.78045,                0.86667,                0.85077,                0.49983,                   1.47,                 1.1376,                 2.3057,             0.00047171,             0.00047171,             0.00047171
                    206,                 1.3165,                 1.2034,                 1.9703,                0.71997,                    0.8,                0.80519,                0.51157,                 1.4908,                 1.1094,                 2.2784,               0.000467,               0.000467,               0.000467
                    207,                 1.2988,                 1.1783,                 1.9705,                0.90173,                    0.8,                0.89233,                0.53783,                 1.4328,                 1.0875,                 2.2145,             0.00046228,             0.00046228,             0.00046228
                    208,                  1.319,                 1.2565,                 1.9543,                0.85402,                0.77159,                0.80939,                0.50941,                 1.4884,                 1.2369,                 2.3212,             0.00045757,             0.00045757,             0.00045757
                    209,                 1.3103,                 1.2035,                 1.9838,                 0.8109,                0.82627,                0.81709,                 0.5211,                 1.4426,                 1.1995,                 2.3256,             0.00045285,             0.00045285,             0.00045285
                    210,                  1.255,                 1.1653,                 1.9462,                0.88877,                0.82987,                0.93333,                0.57402,                 1.3929,                 1.0912,                 2.2783,             0.00044813,             0.00044813,             0.00044813
                    211,                 1.2985,                 1.1786,                 1.9393,                0.77587,                0.75558,                0.81465,                0.50487,                 1.4787,                 1.1687,                  2.327,             0.00044342,             0.00044342,             0.00044342
                    212,                 1.2828,                 1.1622,                 1.9263,                0.89562,                0.83333,                0.87189,                0.54065,                 1.3983,                 1.1208,                 2.2397,              0.0004387,              0.0004387,              0.0004387
                    213,                 1.2727,                 1.1255,                 1.9143,                0.86577,                    0.8,                0.88391,                0.56265,                 1.3488,                 1.0568,                 2.1859,             0.00043399,             0.00043399,             0.00043399
                    214,                 1.2469,                  1.147,                 1.8754,                0.76098,                0.76667,                0.82294,                0.54963,                 1.3338,                 1.1557,                 2.2165,             0.00042927,             0.00042927,             0.00042927
                    215,                 1.1923,                 1.1194,                 1.8478,                0.81792,                    0.8,                0.86647,                0.56259,                 1.3126,                 1.1006,                  2.234,             0.00042456,             0.00042456,             0.00042456
                    216,                 1.2746,                 1.1765,                 1.9271,                0.86456,                0.87885,                0.94758,                0.59694,                 1.3981,                 1.0261,                  2.228,             0.00041984,             0.00041984,             0.00041984
                    217,                 1.2309,                  1.088,                 1.8818,                0.90684,                    0.8,                0.91435,                 0.5619,                 1.4872,                0.93214,                 2.2943,             0.00041512,             0.00041512,             0.00041512
                    218,                 1.2299,                 1.0823,                 1.8501,                 0.8843,                0.83333,                0.92678,                0.57377,                 1.4396,                0.97689,                 2.2472,             0.00041041,             0.00041041,             0.00041041
                    219,                 1.2577,                 1.1105,                 1.8931,                0.91816,                0.79818,                0.89257,                0.55543,                 1.4143,                 1.0228,                 2.2921,             0.00040569,             0.00040569,             0.00040569
                    220,                 1.2818,                 1.1198,                 1.9177,                0.85855,                0.82303,                0.87574,                0.53779,                 1.3986,                 1.1203,                 2.3148,             0.00040098,             0.00040098,             0.00040098
                    221,                 1.2583,                 1.1162,                 1.9165,                0.84578,                0.83333,                0.89114,                0.54138,                 1.4087,                 1.1358,                 2.3289,             0.00039626,             0.00039626,             0.00039626
                    222,                 1.2819,                  1.097,                 1.8986,                0.86355,                0.90919,                0.94316,                0.57024,                 1.4293,                0.98896,                  2.326,             0.00039155,             0.00039155,             0.00039155
                    223,                 1.3286,                 1.1654,                   1.92,                0.80722,                0.83095,                0.84635,                0.55604,                 1.4383,                0.99721,                 2.3124,             0.00038683,             0.00038683,             0.00038683
                    224,                  1.304,                 1.1256,                 1.9447,                0.84529,                0.72569,                  0.855,                0.57622,                 1.4181,                 1.0609,                  2.298,             0.00038211,             0.00038211,             0.00038211
                    225,                 1.2212,                 1.0981,                 1.9044,                 0.8181,                    0.9,                0.92132,                0.58844,                 1.4266,                0.98251,                 2.3182,              0.0003774,              0.0003774,              0.0003774
                    226,                 1.2847,                 1.1464,                 1.9454,                0.94734,                0.82436,                0.91192,                0.57664,                 1.4706,                0.97668,                  2.324,             0.00037268,             0.00037268,             0.00037268
                    227,                  1.225,                 1.1069,                 1.8887,                0.92696,                 0.8471,                0.90965,                0.58045,                  1.472,                 1.0121,                 2.3032,             0.00036797,             0.00036797,             0.00036797
                    228,                 1.2036,                 1.1023,                 1.8367,                0.84062,                0.76667,                0.88171,                0.59163,                 1.4412,                0.95576,                 2.3159,             0.00036325,             0.00036325,             0.00036325
                    229,                 1.2418,                 1.0736,                 1.8664,                0.90323,                    0.8,                 0.9033,                0.60483,                 1.3549,                0.93745,                 2.2598,             0.00035854,             0.00035854,             0.00035854
                    230,                 1.2321,                 1.1066,                 1.8751,                 0.8251,                    0.9,                0.88887,                0.58057,                 1.3983,                0.98076,                 2.2882,             0.00035382,             0.00035382,             0.00035382
                    231,                 1.2427,                 1.0887,                 1.8593,                0.94326,                0.83333,                0.89309,                0.58387,                 1.4462,                0.90311,                 2.3287,              0.0003491,              0.0003491,              0.0003491
                    232,                 1.2483,                 1.1133,                 1.8989,                0.91837,                0.85369,                0.94906,                0.56661,                 1.4715,                0.95114,                 2.4066,             0.00034439,             0.00034439,             0.00034439
                    233,                  1.244,                 1.0914,                 1.8869,                0.70667,                0.86132,                0.84999,                0.55689,                 1.4133,                 1.0178,                 2.3556,             0.00033967,             0.00033967,             0.00033967
                    234,                 1.1833,                 1.0679,                 1.8559,                0.87641,                0.83333,                0.93868,                0.58963,                 1.3743,                0.98788,                 2.3204,             0.00033496,             0.00033496,             0.00033496
                    235,                 1.2669,                 1.1687,                 1.9086,                0.93832,                0.86667,                0.94935,                0.58353,                  1.431,                0.95735,                 2.3561,             0.00033024,             0.00033024,             0.00033024
                    236,                 1.2723,                 1.1269,                 1.9119,                 0.9703,                    0.8,                0.95047,                0.58169,                  1.392,                0.98675,                 2.3356,             0.00032553,             0.00032553,             0.00032553
                    237,                 1.1541,                  1.062,                 1.8209,                0.87613,                0.89718,                0.95794,                0.61437,                 1.3388,                0.93725,                 2.2514,             0.00032081,             0.00032081,             0.00032081
                    238,                 1.1861,                 1.0723,                 1.8534,                 0.9143,                 0.7959,                0.88628,                0.59897,                 1.3665,                0.92165,                 2.2473,             0.00031609,             0.00031609,             0.00031609
                    239,                 1.2149,                 1.1065,                 1.8667,                0.89866,                0.78442,                0.90067,                0.58464,                 1.4209,                0.96267,                 2.3174,             0.00031138,             0.00031138,             0.00031138
                    240,                  1.188,                 1.0443,                 1.8191,                0.86563,                    0.8,                0.89203,                0.58735,                 1.4067,                0.93276,                 2.2886,             0.00030666,             0.00030666,             0.00030666
                    241,                 1.2067,                 1.1556,                 1.8835,                      1,                0.83896,                0.96287,                0.60183,                 1.3883,                0.96361,                 2.2664,             0.00030195,             0.00030195,             0.00030195
                    242,                 1.2573,                 1.1067,                 1.9284,                0.86624,                0.78924,                0.90557,                0.57685,                 1.4044,                0.99894,                 2.2429,             0.00029723,             0.00029723,             0.00029723
                    243,                 1.2425,                 1.0602,                 1.8596,                0.89893,                0.83333,                 0.8955,                0.57325,                 1.4132,                0.95867,                 2.2359,             0.00029252,             0.00029252,             0.00029252
                    244,                 1.1991,                 1.0419,                 1.8611,                0.87833,                0.76667,                0.88363,                0.59687,                 1.4326,                0.92861,                 2.2773,              0.0002878,              0.0002878,              0.0002878
                    245,                 1.1869,                 1.0395,                 1.8776,                0.91329,                0.73383,                0.88752,                 0.6017,                 1.4256,                0.91046,                 2.2649,             0.00028308,             0.00028308,             0.00028308
                    246,                 1.2041,                 1.0748,                 1.8532,                0.84739,                 0.8336,                0.90286,                0.60744,                 1.4049,                 0.8878,                 2.2359,             0.00027837,             0.00027837,             0.00027837
                    247,                 1.1995,                 1.0455,                 1.8323,                0.75592,                0.84215,                0.87689,                0.58824,                 1.3801,                0.94021,                 2.2586,             0.00027365,             0.00027365,             0.00027365
                    248,                 1.2135,                 1.0494,                 1.8802,                0.82528,                0.80516,                0.87665,                0.59776,                 1.3654,                0.94106,                 2.2702,             0.00026894,             0.00026894,             0.00026894
                    249,                 1.1787,                 1.0638,                 1.8289,                0.84742,                0.79998,                0.87691,                0.59234,                 1.3742,                0.97789,                 2.2364,             0.00026422,             0.00026422,             0.00026422
                    250,                 1.2089,                 1.0988,                 1.8756,                0.84191,                    0.8,                0.87054,                0.57796,                 1.3726,                0.97045,                 2.2475,             0.00025951,             0.00025951,             0.00025951
                    251,                 1.1616,                 1.0422,                  1.811,                0.89768,                0.81566,                0.93498,                0.59785,                 1.3365,                0.96464,                 2.2368,             0.00025479,             0.00025479,             0.00025479
                    252,                 1.1896,                 1.0661,                 1.8412,                0.87933,                0.79749,                   0.93,                0.57873,                 1.3664,                  0.933,                 2.2786,             0.00025007,             0.00025007,             0.00025007
                    253,                 1.2159,                 1.1146,                  1.876,                0.91239,                0.82682,                0.92793,                0.60115,                  1.395,                0.91026,                 2.2835,             0.00024536,             0.00024536,             0.00024536
                    254,                 1.1947,                 1.0176,                 1.8577,                0.85417,                    0.8,                0.85788,                0.56602,                 1.4208,                  1.007,                  2.279,             0.00024064,             0.00024064,             0.00024064
                    255,                 1.1992,                 1.0439,                 1.8529,                0.82473,                0.83333,                0.92035,                0.58786,                 1.3855,                0.97396,                 2.2643,             0.00023593,             0.00023593,             0.00023593
                    256,                 1.1642,                 1.0288,                 1.8396,                 0.9049,                0.89164,                0.95988,                0.60589,                 1.3548,                0.92252,                 2.2687,             0.00023121,             0.00023121,             0.00023121
                    257,                 1.1996,                  1.091,                 1.8382,                0.87239,                0.89936,                0.95873,                0.60312,                  1.358,                0.95481,                 2.2558,              0.0002265,              0.0002265,              0.0002265
                    258,                 1.1707,                  1.004,                 1.8164,                0.92299,                0.76667,                0.93991,                0.60575,                  1.391,                0.96151,                 2.2704,             0.00022178,             0.00022178,             0.00022178
                    259,                 1.2159,                 1.0192,                 1.8582,                0.90457,                    0.8,                0.93058,                0.61141,                 1.3579,                0.96091,                 2.2349,             0.00021707,             0.00021707,             0.00021707
                    260,                 1.1468,                0.97908,                 1.7881,                0.88316,                0.83333,                0.94023,                0.61306,                 1.3521,                0.93299,                 2.2401,             0.00021235,             0.00021235,             0.00021235
                    261,                  1.142,                0.97563,                 1.8139,                0.87566,                0.84802,                0.95355,                0.62109,                  1.336,                0.90036,                 2.2734,             0.00020763,             0.00020763,             0.00020763
                    262,                 1.1355,                0.98797,                 1.7977,                0.85631,                0.89261,                0.94411,                0.63333,                 1.3336,                0.87733,                 2.2956,             0.00020292,             0.00020292,             0.00020292
                    263,                 1.1839,                 1.0226,                 1.8539,                0.85238,                0.86667,                0.92773,                0.60716,                 1.3321,                0.88056,                 2.2703,              0.0001982,              0.0001982,              0.0001982
                    264,                 1.1478,                0.95886,                 1.8135,                0.92895,                    0.8,                0.94331,                0.63376,                 1.3168,                0.89678,                 2.2395,             0.00019349,             0.00019349,             0.00019349
                    265,                 1.1698,                0.97547,                 1.8044,                0.95754,                0.81535,                0.94106,                0.63277,                 1.3528,                0.93176,                 2.2725,             0.00018877,             0.00018877,             0.00018877
                    266,                  1.096,                0.97322,                 1.7793,                0.90904,                    0.8,                0.94158,                0.60337,                 1.3779,                0.94226,                 2.2957,             0.00018406,             0.00018406,             0.00018406
                    267,                 1.1262,                0.97754,                 1.7696,                0.85562,                0.81185,                0.90241,                0.60231,                 1.3995,                0.91033,                 2.3216,             0.00017934,             0.00017934,             0.00017934
                    268,                 1.1522,                 1.0502,                 1.8077,                0.92947,                0.82909,                0.94196,                 0.6118,                 1.3563,                 0.8872,                 2.2514,             0.00017462,             0.00017462,             0.00017462
                    269,                 1.1759,                0.99947,                 1.8408,                 0.9366,                0.79119,                0.93262,                0.61393,                 1.3546,                 0.8764,                 2.2415,             0.00016991,             0.00016991,             0.00016991
                    270,                 1.1482,                 1.0004,                 1.7984,                0.94462,                0.79492,                0.93678,                0.61776,                 1.3749,                0.88283,                 2.2617,             0.00016519,             0.00016519,             0.00016519
                    271,                 1.1537,                 1.0219,                 1.8082,                0.93246,                0.76667,                0.92774,                 0.6082,                 1.4069,                0.89161,                 2.3148,             0.00016048,             0.00016048,             0.00016048
                    272,                 1.1491,                 1.0509,                 1.8219,                0.85978,                0.86102,                0.94557,                0.63556,                 1.3674,                0.88587,                 2.2855,             0.00015576,             0.00015576,             0.00015576
                    273,                 1.1864,                 1.0071,                 1.8467,                0.93303,                0.85591,                0.95687,                0.60953,                 1.4186,                 0.9014,                 2.3377,             0.00015105,             0.00015105,             0.00015105
                    274,                 1.1607,                 1.0119,                 1.7949,                0.84298,                    0.8,                0.89147,                0.61128,                 1.4228,                0.91449,                 2.3322,             0.00014633,             0.00014633,             0.00014633
                    275,                 1.1131,                 0.9389,                 1.7461,                0.82659,                    0.8,                0.88534,                0.60884,                 1.3777,                0.89887,                 2.2949,             0.00014161,             0.00014161,             0.00014161
                    276,                 1.1294,                  1.037,                 1.7798,                0.93631,                0.82054,                0.93932,                0.62014,                  1.364,                0.89349,                 2.2952,              0.0001369,              0.0001369,              0.0001369
                    277,                 1.1701,                 1.0267,                 1.8035,                0.93724,                0.83333,                0.95309,                0.62168,                 1.3958,                0.92466,                  2.297,             0.00013218,             0.00013218,             0.00013218
                    278,                 1.1384,                0.97229,                    1.8,                0.87405,                0.92784,                0.96439,                0.62371,                 1.4141,                0.91914,                  2.306,             0.00012747,             0.00012747,             0.00012747
                    279,                 1.1378,                0.99101,                 1.7692,                0.96406,                0.85736,                0.96582,                0.61769,                 1.3758,                0.87848,                 2.2751,             0.00012275,             0.00012275,             0.00012275
                    280,                 1.1731,                 1.0065,                 1.8222,                0.89136,                0.83333,                0.95442,                0.62046,                 1.3562,                0.91651,                 2.2612,             0.00011804,             0.00011804,             0.00011804
                    281,                 1.0955,                0.98883,                 1.7647,                0.86825,                0.88217,                0.95617,                0.62116,                 1.3442,                0.92899,                   2.24,             0.00011332,             0.00011332,             0.00011332
                    282,                 1.1118,                0.95277,                 1.7883,                0.89228,                0.83654,                0.96201,                0.62881,                 1.3249,                0.88253,                 2.2479,              0.0001086,              0.0001086,              0.0001086
                    283,                  1.087,                0.93737,                 1.7288,                0.87007,                0.83333,                0.95625,                0.61957,                 1.3406,                0.87935,                 2.2773,             0.00010389,             0.00010389,             0.00010389
                    284,                 1.1104,                0.99313,                 1.7568,                0.86295,                    0.8,                0.91441,                0.59441,                 1.3657,                 0.8971,                  2.321,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    285,                 1.1312,                0.99626,                 1.7604,                0.89053,                    0.8,                0.91313,                0.61137,                 1.3846,                0.87836,                 2.3281,             9.4457e-05,             9.4457e-05,             9.4457e-05
                    286,                 1.1188,                 1.0202,                 1.7848,                 0.8582,                    0.8,                0.90417,                0.60235,                 1.3996,                0.90211,                 2.3328,             8.9741e-05,             8.9741e-05,             8.9741e-05
                    287,                 1.0554,                0.96834,                 1.7275,                0.90418,                0.81286,                0.93483,                0.61514,                 1.3758,                0.90194,                 2.2927,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    288,                 1.0843,                  1.004,                 1.7682,                0.93493,                    0.8,                0.92281,                0.60123,                 1.3548,                 0.8823,                 2.2886,              8.031e-05,              8.031e-05,              8.031e-05
                    289,                   1.13,                0.98168,                  1.771,                0.93526,                    0.8,                0.92623,                0.59582,                 1.3362,                0.85353,                 2.3007,             7.5594e-05,             7.5594e-05,             7.5594e-05
                    290,                 1.0819,                0.95297,                 1.7311,                0.94076,                    0.8,                 0.9338,                0.61443,                 1.3405,                0.87558,                 2.3059,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    291,                0.90232,                0.71049,                 1.6292,                0.94658,                0.79512,                0.93494,                0.60879,                 1.3492,                0.84612,                 2.3312,             6.6163e-05,             6.6163e-05,             6.6163e-05
                    292,                0.87506,                0.66846,                 1.5812,                0.95375,                 0.8155,                0.94486,                0.60974,                 1.3719,                0.84831,                 2.3401,             6.1447e-05,             6.1447e-05,             6.1447e-05
                    293,                 0.9612,                0.73092,                 1.6786,                0.93638,                0.88871,                0.96183,                0.60719,                 1.4005,                0.84656,                 2.3681,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    294,                0.90801,                0.66537,                 1.6341,                0.94014,                 0.8588,                0.95701,                 0.6097,                 1.4147,                0.86156,                 2.3866,             5.2016e-05,             5.2016e-05,             5.2016e-05
                    295,                0.92602,                0.66326,                  1.643,                0.93977,                0.83333,                0.95408,                0.59111,                 1.4169,                0.88119,                 2.3979,               4.73e-05,               4.73e-05,               4.73e-05
                    296,                0.91776,                 0.6661,                 1.6309,                  0.955,                0.85318,                0.95936,                0.62171,                 1.3709,                0.86059,                 2.3551,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    297,                0.92051,                0.67737,                 1.6137,                 0.9567,                0.85434,                0.96049,                0.62672,                 1.3523,                0.84916,                 2.3371,             3.7869e-05,             3.7869e-05,             3.7869e-05
